"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
2172,"LRN","K12 Inc.","Consumer Defensive","Education & Training Services","USA",1044.86,45.91,25.94,2.69%,300660
2173,"LSBK","Lake Shore Bancorp, Inc.","Financial","Banks - Regional","USA",68.54,17.61,11.52,0.00%,204
2174,"LSCC","Lattice Semiconductor Corporation","Technology","Semiconductors","USA",3404.66,78.76,25.36,1.77%,1661636
2175,"LSI","Life Storage, Inc.","Real Estate","REIT - Industrial","USA",4675.67,17.77,99.25,0.58%,367074
2176,"LSTR","Landstar System, Inc.","Industrials","Integrated Freight & Logistics","USA",4408.59,22.30,115.62,1.88%,226815
2177,"LSXMA","The Liberty SiriusXM Group","Communication Services","Broadcasting","USA",20534.90,24.11,36.92,-1.18%,1631509
2178,"LSXMB","The Liberty SiriusXM Group","Communication Services","Broadcasting","USA",377.62,20.09,38.50,3.38%,169
2179,"LSXMK","The Liberty SiriusXM Group","Communication Services","Broadcasting","USA",7479.09,19.28,36.95,-0.96%,2398167
2180,"LTBR","Lightbridge Corporation","Industrials","Electrical Equipment & Parts","USA",19.12,,5.34,-1.11%,37188
2181,"LTC","LTC Properties, Inc.","Real Estate","REIT - Healthcare Facilities","USA",1508.05,12.16,37.72,1.92%,269490
2182,"LTHM","Livent Corporation","Basic Materials","Specialty Chemicals","USA",988.24,31.78,6.80,0.44%,1557994
2183,"LTRPA","Liberty TripAdvisor Holdings, Inc.","Communication Services","Internet Content & Information","USA",315.56,,2.69,-9.43%,2160449
2184,"LTRPB","Liberty TripAdvisor Holdings, Inc.","Communication Services","Internet Content & Information","USA",66.05,,22.37,-5.37%,10242
2185,"LTRX","Lantronix, Inc.","Technology","Communication Equipment","USA",104.34,,3.70,1.65%,93123
2186,"LUB","Luby's, Inc.","Consumer Cyclical","Restaurants","USA",24.08,,0.80,-0.10%,48174
2187,"LUMO","Lumos Pharma, Inc.","Healthcare","Biotechnology","USA",118.11,,13.67,1.33%,16879
2188,"LUNA","Luna Innovations Incorporated","Technology","Scientific & Technical Instruments","USA",191.16,46.52,6.28,-0.16%,155473
2189,"LUV","Southwest Airlines Co.","Industrials","Airlines","USA",20606.97,10.35,34.48,2.56%,22875724
2190,"LVGO","Livongo Health, Inc.","Healthcare","Medical Devices","USA",5507.52,,58.33,-1.59%,3644416
2191,"LVS","Las Vegas Sands Corp.","Consumer Cyclical","Resorts & Casinos","USA",36963.18,17.40,47.79,-2.53%,9112070
2192,"LW","Lamb Weston Holdings, Inc.","Consumer Defensive","Packaged Foods","USA",8954.80,19.09,61.77,0.29%,1573923
2193,"LWAY","Lifeway Foods, Inc.","Consumer Defensive","Packaged Foods","USA",37.21,86.07,2.41,-3.21%,11850
2194,"LXP","Lexington Realty Trust","Real Estate","REIT - Diversified","USA",2692.77,9.25,9.95,3.00%,1688704
2195,"LXRX","Lexicon Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",217.09,3.11,1.91,-0.52%,762521
2196,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals","USA",39.16,,1.06,-0.93%,591832
2197,"LYB","LyondellBasell Industries N.V.","Basic Materials","Specialty Chemicals","USA",23051.53,8.71,68.39,4.67%,2676481
2198,"LYFT","Lyft, Inc.","Technology","Software - Application","USA",9582.88,,31.68,-2.79%,6809750
2199,"LYRA","Lyra Therapeutics, Inc.","Healthcare","Biotechnology","USA",203.49,,15.96,-0.87%,287859
2200,"LYTS","LSI Industries Inc.","Technology","Electronic Components","USA",165.70,18.97,6.43,0.16%,56482
2201,"LYV","Live Nation Entertainment, Inc.","Communication Services","Entertainment","USA",10843.74,,50.53,-0.26%,4274099
2202,"LZB","La-Z-Boy Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1233.11,16.24,26.57,2.47%,278409
2203,"M","Macy's, Inc.","Consumer Cyclical","Department Stores","USA",2314.55,3.85,6.96,9.26%,63583408
2204,"MA","Mastercard Incorporated","Financial","Credit Services","USA",302888.70,38.98,303.59,0.73%,4131348
2205,"MAA","Mid-America Apartment Communities, Inc.","Real Estate","REIT - Residential","USA",13616.59,44.19,117.76,0.16%,643690
2206,"MAC","The Macerich Company","Real Estate","REIT - Retail","USA",1215.38,11.77,7.52,5.32%,8392208
2207,"MACK","Merrimack Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",46.32,,3.52,-1.12%,4760
2208,"MAIN","Main Street Capital Corporation","Financial","Asset Management","USA",2118.76,,32.02,0.50%,720010
2209,"MAN","ManpowerGroup Inc.","Industrials","Staffing & Employment Services","USA",4616.44,10.55,72.78,0.11%,1102615
2210,"MANH","Manhattan Associates, Inc.","Technology","Software - Application","USA",5826.36,67.59,90.98,-3.53%,865161
2211,"MANT","ManTech International Corporation","Technology","Software - Application","USA",2999.69,24.90,74.88,-2.61%,148184
2212,"MAR","Marriott International, Inc.","Consumer Cyclical","Lodging","USA",32098.19,34.20,95.61,0.61%,5470735
2213,"MARA","Marathon Patent Group, Inc.","Financial","Capital Markets","USA",15.69,,0.82,12.33%,14269485
2214,"MARK","Remark Holdings, Inc.","Communication Services","Internet Content & Information","USA",138.72,,2.24,-7.05%,25063584
2215,"MARPS","Marine Petroleum Trust","Energy","Oil & Gas Equipment & Services","USA",4.00,7.17,2.00,0.00%,8252
2216,"MAS","Masco Corporation","Industrials","Building Products & Equipment","USA",12576.58,20.36,47.50,1.71%,2973018
2217,"MASI","Masimo Corporation","Healthcare","Medical Instruments & Supplies","USA",12386.88,63.61,234.60,-0.99%,698780
2218,"MAT","Mattel, Inc.","Consumer Cyclical","Leisure","USA",3433.00,,9.64,0.10%,3338187
2219,"MATW","Matthews International Corporation","Industrials","Conglomerates","USA",701.74,,21.31,2.16%,137317
2220,"MATX","Matson, Inc.","Industrials","Marine Shipping","USA",1290.07,17.36,29.65,2.38%,172651
2221,"MAXR","Maxar Technologies Inc.","Technology","Communication Equipment","USA",970.01,13.19,16.14,-1.65%,2027517
2222,"MAYS","J.W. Mays, Inc.","Real Estate","Real Estate Services","USA",45.23,33.09,22.50,0.94%,202
2223,"MBI","MBIA Inc.","Financial","Insurance - Specialty","USA",512.26,,7.22,2.41%,894005
2224,"MBII","Marrone Bio Innovations, Inc.","Basic Materials","Agricultural Inputs","USA",146.36,,1.00,-0.99%,93934
2225,"MBIN","Merchants Bancorp","Financial","Banks - Regional","USA",485.73,6.09,16.79,3.32%,45054
2226,"MBIO","Mustang Bio, Inc.","Healthcare","Biotechnology","USA",155.14,,3.77,0.27%,281137
2227,"MBNKP","Medallion Bank","Financial","Credit Services","USA",,,17.51,-5.30%,614
2228,"MBOT","Microbot Medical Inc.","Healthcare","Medical Instruments & Supplies","USA",49.97,,7.36,-2.77%,81834
2229,"MBRX","Moleculin Biotech, Inc.","Healthcare","Biotechnology","USA",61.29,,1.14,-1.72%,2102707
2230,"MBUU","Malibu Boats, Inc.","Consumer Cyclical","Recreational Vehicles","USA",1015.81,13.42,48.28,-2.13%,215175
2231,"MBWM","Mercantile Bank Corporation","Financial","Banks - Regional","USA",372.41,7.58,22.34,0.13%,39368
2232,"MC","Moelis & Company","Financial","Capital Markets","USA",2203.00,16.67,34.83,3.60%,650349
2233,"MCB","Metropolitan Bank Holding Corp.","Financial","Banks - Regional","USA",249.28,9.04,29.50,1.72%,29013
2234,"MCBC","Macatawa Bank Corporation","Financial","Banks - Regional","USA",249.28,7.97,7.19,-0.14%,81735
2235,"MCBS","MetroCity Bankshares, Inc.","Financial","Banks - Regional","USA",283.25,6.16,11.03,0.36%,13701
2236,"MCD","McDonald's Corporation","Consumer Cyclical","Restaurants","USA",141287.16,24.57,187.59,0.10%,3125455
2237,"MCEP","Mid-Con Energy Partners, LP","Energy","Oil & Gas E&P","USA",3.84,,2.48,-5.01%,58755
2238,"MCF","Contango Oil & Gas Company","Energy","Oil & Gas E&P","USA",373.96,,3.03,6.32%,306388
2239,"MCFT","MasterCraft Boat Holdings, Inc.","Consumer Cyclical","Recreational Vehicles","USA",289.84,,15.45,0.59%,313700
2240,"MCHP","Microchip Technology Incorporated","Technology","Semiconductors","USA",23612.50,43.64,96.84,1.15%,3507140
2241,"MCHX","Marchex, Inc.","Communication Services","Advertising Agencies","USA",70.80,,1.55,-6.06%,269890
2242,"MCK","McKesson Corporation","Healthcare","Medical Distribution","USA",28558.25,32.52,163.19,2.67%,3981937
2243,"MCO","Moody's Corporation","Financial","Financial Data & Stock Exchanges","USA",51832.50,34.29,276.44,-0.22%,1033991
2244,"MCRB","Seres Therapeutics, Inc.","Healthcare","Biotechnology","USA",396.34,,5.41,5.46%,607492
2245,"MCRI","Monarch Casino & Resort, Inc.","Consumer Cyclical","Resorts & Casinos","USA",736.96,28.18,40.47,-0.42%,59100
2246,"MCS","The Marcus Corporation","Communication Services","Entertainment","USA",474.98,22.24,14.57,6.74%,356979
2247,"MCY","Mercury General Corporation","Financial","Insurance - Property & Casualty","USA",2307.38,50.73,41.24,1.55%,265082
2248,"MD","MEDNAX, Inc.","Healthcare","Medical Care Facilities","USA",1445.57,,16.47,-0.48%,1109165
2249,"MDB","MongoDB, Inc.","Technology","Software - Infrastructure","USA",12676.28,,234.92,-1.45%,1326466
2250,"MDC","M.D.C. Holdings, Inc.","Consumer Cyclical","Residential Construction","USA",2213.87,9.51,34.50,1.47%,473493
2251,"MDCA","MDC Partners Inc.","Communication Services","Advertising Agencies","USA",103.22,,1.34,3.08%,221644
2252,"MDGL","Madrigal Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1764.57,,113.99,0.54%,72839
2253,"MDLA","Medallia, Inc.","Technology","Software - Application","USA",3953.08,,29.60,-1.00%,1742036
2254,"MDLY","Medley Management Inc.","Financial","Asset Management","USA",13.72,,0.43,-2.50%,155997
2255,"MDLZ","Mondelez International, Inc.","Consumer Defensive","Confectioners","USA",74883.48,20.43,52.22,-0.06%,7972474
2256,"MDP","Meredith Corporation","Communication Services","Publishing","USA",936.13,,16.21,6.16%,1197918
2257,"MDRX","Allscripts Healthcare Solutions, Inc.","Healthcare","Health Information Services","USA",1133.94,,6.59,0.15%,3900682
2258,"MDU","MDU Resources Group, Inc.","Basic Materials","Building Materials","USA",4518.99,13.84,22.19,0.86%,886466
2259,"MEC","Mayville Engineering Company, Inc.","Industrials","Metal Fabrication","USA",124.29,,6.06,3.06%,8669
2260,"MED","Medifast, Inc.","Consumer Cyclical","Personal Services","USA",1174.16,16.52,104.00,0.66%,382402
2261,"MEDP","Medpace Holdings, Inc.","Healthcare","Diagnostics & Research","USA",3247.53,31.06,90.41,0.88%,266528
2262,"MEDS","Trxade Group, Inc.","Healthcare","Pharmaceutical Retailers","USA",46.34,,5.70,-2.90%,12296
2263,"MEET","The Meet Group, Inc.","Communication Services","Internet Content & Information","USA",441.59,62.32,6.17,0.00%,1042330
2264,"MEI","Methode Electronics, Inc.","Technology","Electronic Components","USA",1185.97,10.56,32.43,2.53%,166351
2265,"MEIP","MEI Pharma, Inc.","Healthcare","Biotechnology","USA",439.90,,4.15,-0.95%,2400201
2266,"MESA","Mesa Air Group, Inc.","Industrials","Airlines","USA",124.79,4.26,3.38,0.90%,1359250
2267,"MET","MetLife, Inc.","Financial","Insurance - Life","USA",33439.86,3.88,36.39,0.05%,6710229
2268,"METC","Ramaco Resources, Inc.","Basic Materials","Coking Coal","USA",124.74,5.53,2.70,-3.23%,102759
2269,"MFA","MFA Financial, Inc.","Real Estate","REIT - Mortgage","USA",873.19,2.36,1.84,-0.54%,13988049
2270,"MFAC","Megalith Financial Acquisition Corp.","Financial","Shell Companies","USA",179.11,82.66,10.58,-3.38%,59866
2271,"MFH","Mercurity Fintech Holding Inc.","Consumer Cyclical","Internet Retail","USA",9.34,,1.65,5.77%,71159
2272,"MFIN","Medallion Financial Corp.","Financial","Credit Services","USA",59.91,,2.27,-1.73%,171712
2273,"MFNC","Mackinac Financial Corporation","Financial","Banks - Regional","USA",96.59,7.43,9.46,-4.44%,32362
2274,"MG","Mistras Group, Inc.","Industrials","Security & Protection Services","USA",139.58,,4.42,1.14%,359175
2275,"MGEE","MGE Energy, Inc.","Utilities","Utilities - Diversified","USA",2408.50,26.11,66.94,-1.18%,139461
2276,"MGEN","Miragen Therapeutics","Healthcare","Biotechnology","USA",64.27,,1.04,-1.89%,1474885
2277,"MGI","MoneyGram International, Inc.","Financial","Credit Services","USA",198.31,,3.36,29.73%,33469002
2278,"MGLN","Magellan Health, Inc.","Healthcare","Healthcare Plans","USA",1853.86,25.35,74.97,2.15%,157393
2279,"MGM","MGM Resorts International","Consumer Cyclical","Resorts & Casinos","USA",9002.63,3.27,18.20,2.25%,26330812
2280,"MGNX","MacroGenics, Inc.","Healthcare","Biotechnology","USA",1289.93,,21.96,4.08%,996138
2281,"MGP","MGM Growth Properties LLC","Real Estate","REIT - Diversified","USA",13053.78,86.24,28.20,-0.04%,2448188
2282,"MGPI","MGP Ingredients, Inc.","Consumer Defensive","Packaged Foods","USA",641.62,16.20,36.79,-0.03%,106493
2283,"MGRC","McGrath RentCorp","Industrials","Rental & Leasing Services","USA",1429.72,14.22,56.78,1.01%,112547
2284,"MGTA","Magenta Therapeutics, Inc.","Healthcare","Biotechnology","USA",387.10,,9.43,0.32%,114552
2285,"MGTX","MeiraGTx Holdings plc","Healthcare","Biotechnology","USA",524.78,,13.85,-3.82%,105744
2286,"MGY","Magnolia Oil & Gas Corporation","Energy","Oil & Gas E&P","USA",1582.88,,5.89,6.13%,1656828
2287,"MGYR","Magyar Bancorp, Inc.","Financial","Banks - Regional","USA",54.27,22.62,9.34,6.74%,14
2288,"MHE","BlackRock Massachusetts Tax-Exempt Trust","Financial","Asset Management","USA",30.78,7.73,12.98,-2.41%,1137
2289,"MHH","Mastech Digital, Inc.","Industrials","Staffing & Employment Services","USA",216.36,18.33,19.58,5.61%,97255
2290,"MHK","Mohawk Industries, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",6949.08,9.52,97.00,4.20%,592473
2291,"MHO","M/I Homes, Inc.","Consumer Cyclical","Residential Construction","USA",971.03,6.96,34.30,1.48%,133050
2292,"MIC","Macquarie Infrastructure Corporation","Industrials","Airports & Air Services","USA",2567.50,53.14,28.91,-0.62%,820241
2293,"MICT","MICT, Inc.","Technology","Computer Hardware","USA",11.91,,1.13,-6.61%,54376
2294,"MIDD","The Middleby Corporation","Industrials","Specialty Industrial Machinery","USA",4136.58,11.26,72.28,-0.62%,713184
2295,"MIK","The Michaels Companies, Inc.","Consumer Cyclical","Specialty Retail","USA",589.78,2.37,4.31,4.36%,5842130
2296,"MIND","Mitcham Industries, Inc.","Technology","Scientific & Technical Instruments","USA",20.83,,1.68,9.09%,152083
2297,"MINDP","Mitcham Industries, Inc.","Technology","Scientific & Technical Instruments","USA",209.51,,17.33,-1.51%,1406
2298,"MINI","Mobile Mini, Inc.","Industrials","Rental & Leasing Services","USA",1532.24,20.55,34.24,1.66%,225653
2299,"MIRM","Mirum Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",404.53,,16.04,-1.41%,121672
2300,"MITK","Mitek Systems, Inc.","Technology","Software - Application","USA",395.24,83.95,9.57,1.59%,264036
2301,"MITT","AG Mortgage Investment Trust, Inc.","Real Estate","REIT - Mortgage","USA",85.49,0.94,2.39,-4.02%,2361160
2302,"MJCO","Majesco","Technology","Software - Application","USA",279.76,39.39,6.50,-4.27%,22351
2303,"MKC","McCormick & Company, Incorporated","Consumer Defensive","Packaged Foods","USA",22943.18,33.73,175.42,-0.65%,704176
2304,"MKGI","Monaker Group, Inc.","Consumer Cyclical","Travel Services","USA",18.16,,1.27,-11.81%,29673
2305,"MKL","Markel Corporation","Financial","Insurance - Property & Casualty","USA",13291.40,,930.77,3.68%,83448
2306,"MKSI","MKS Instruments, Inc.","Technology","Scientific & Technical Instruments","USA",5748.58,29.34,104.71,0.50%,323557
2307,"MKTX","MarketAxess Holdings Inc.","Financial","Capital Markets","USA",19246.86,86.35,515.96,-0.73%,248812
2308,"MLAB","Mesa Laboratories, Inc.","Technology","Scientific & Technical Instruments","USA",1068.85,222.06,249.15,-3.59%,35521
2309,"MLHR","Herman Miller, Inc.","Industrials","Business Equipment & Supplies","USA",1470.36,6.75,23.75,2.41%,543504
2310,"MLI","Mueller Industries, Inc.","Industrials","Metal Fabrication","USA",1536.13,12.81,26.72,1.60%,211124
2311,"MLM","Martin Marietta Materials, Inc.","Basic Materials","Building Materials","USA",13101.82,21.60,204.78,4.50%,796633
2312,"MLND","Millendo Therapeutics, Inc.","Healthcare","Biotechnology","USA",32.52,,2.30,-3.77%,852557
2313,"MLP","Maui Land & Pineapple Company, Inc.","Real Estate","Real Estate - Development","USA",208.58,,10.68,1.23%,20373
2314,"MLR","Miller Industries, Inc.","Consumer Cyclical","Auto Parts","USA",332.01,9.17,28.87,0.24%,33020
2315,"MLSS","Milestone Scientific Inc.","Healthcare","Medical Instruments & Supplies","USA",112.53,,2.02,10.38%,576181
2316,"MLVF","Malvern Bancorp, Inc.","Financial","Banks - Regional","USA",95.10,11.09,11.64,1.84%,18148
2317,"MMAC","MMA Capital Holdings, Inc.","Financial","Mortgage Finance","USA",142.35,1.57,25.51,3.83%,8410
2318,"MMC","Marsh & McLennan Companies, Inc.","Financial","Insurance Brokers","USA",55016.74,31.00,108.02,1.24%,2102225
2319,"MMI","Marcus & Millichap, Inc.","Real Estate","Real Estate Services","USA",1142.91,15.21,28.58,2.88%,95716
2320,"MMLP","Martin Midstream Partners L.P.","Energy","Oil & Gas Midstream","USA",104.28,4.75,2.62,6.50%,212131
2321,"MMM","3M Company","Industrials","Specialty Industrial Machinery","USA",90893.65,18.50,157.64,1.32%,2333820
2322,"MMP","Magellan Midstream Partners, L.P.","Energy","Oil & Gas Midstream","USA",10172.42,9.28,44.70,0.38%,688626
2323,"MMS","MAXIMUS, Inc.","Industrials","Specialty Business Services","USA",4498.82,22.41,72.34,-0.70%,623740
2324,"MMSI","Merit Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",2485.52,,44.99,0.99%,482728
2325,"MN","Manning & Napier, Inc.","Financial","Asset Management","USA",49.00,48.33,3.19,-0.93%,47465
2326,"MNCL","Monocle Acquisition Corporation","Industrials","Conglomerates","USA",230.38,,10.34,-0.10%,7
2327,"MNKD","MannKind Corporation","Healthcare","Biotechnology","USA",302.88,,1.44,0.00%,2194031
2328,"MNLO","Menlo Therapeutics Inc.","Healthcare","Biotechnology","USA",319.11,,2.23,-5.91%,8080724
2329,"MNOV","MediciNova, Inc.","Healthcare","Biotechnology","USA",245.41,,5.57,2.77%,67042
2330,"MNPR","Monopar Therapeutics Inc.","Healthcare","Biotechnology","USA",85.85,,7.87,1.80%,2917
2331,"MNR","Monmouth Real Estate Investment Corporation","Real Estate","REIT - Industrial","USA",1327.59,,13.50,2.12%,384508
2332,"MNRL","Brigham Minerals, Inc.","Energy","Oil & Gas E&P","USA",775.79,95.66,13.68,2.01%,445120
2333,"MNRO","Monro, Inc.","Consumer Cyclical","Auto Parts","USA",1903.31,23.77,54.74,-0.73%,452987
2334,"MNSB","MainStreet Bancshares, Inc.","Financial","Banks - Regional","USA",119.73,7.64,13.10,-0.91%,11585
2335,"MNST","Monster Beverage Corporation","Consumer Defensive","Beverages - Non-Alcoholic","USA",37405.92,34.91,72.08,-0.70%,2406723
2336,"MNTA","Momenta Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",3635.36,,30.66,-1.06%,714551
2337,"MNTX","Manitex International, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",80.47,,4.35,0.23%,38595
2338,"MO","Altria Group, Inc.","Consumer Defensive","Tobacco","USA",73688.28,,39.66,1.23%,8952621
2339,"MOBL","MobileIron, Inc.","Technology","Software - Application","USA",562.95,,4.94,2.07%,1103894
2340,"MOD","Modine Manufacturing Company","Consumer Cyclical","Auto Parts","USA",277.88,20.11,5.47,2.43%,891025
2341,"MODN","Model N, Inc.","Technology","Software - Application","USA",1074.10,,32.45,-0.49%,794143
2342,"MOFG","MidWestOne Financial Group, Inc.","Financial","Banks - Regional","USA",312.04,8.64,18.82,0.64%,26979
2343,"MOG-A","Moog Inc.","Industrials","Aerospace & Defense","USA",1904.89,10.18,56.71,2.62%,162769
2344,"MOG-B","Moog Inc.","Industrials","Aerospace & Defense","USA",139.80,9.61,54.17,-6.60%,72
2345,"MOH","Molina Healthcare, Inc.","Healthcare","Healthcare Plans","USA",10901.13,16.02,183.12,0.03%,632114
2346,"MORF","Morphic Holding, Inc.","Healthcare","Biotechnology","USA",644.08,,20.75,3.70%,60448
2347,"MORN","Morningstar, Inc.","Financial","Financial Data & Stock Exchanges","USA",6385.58,46.09,152.11,-0.76%,59056
2348,"MOS","The Mosaic Company","Basic Materials","Agricultural Inputs","USA",4834.42,,12.64,0.96%,3243033
2349,"MOSY","MoSys, Inc.","Technology","Semiconductors","USA",5.33,,1.50,-4.46%,85077
2350,"MOTS","Motus GI Holdings, Inc.","Healthcare","Diagnostics & Research","USA",38.41,,1.25,0.00%,80783
2351,"MOV","Movado Group, Inc.","Consumer Cyclical","Luxury Goods","USA",190.17,6.09,11.16,3.43%,167851
2352,"MPAA","Motorcar Parts of America, Inc.","Consumer Cyclical","Auto Parts","USA",309.10,,16.20,3.05%,89555
2353,"MPB","Mid Penn Bancorp, Inc.","Financial","Banks - Regional","USA",170.05,9.26,19.00,0.05%,20562
2354,"MPC","Marathon Petroleum Corporation","Energy","Oil & Gas Refining & Marketing","USA",24555.72,,37.72,3.34%,7533091
2355,"MPLX","MPLX LP","Energy","Oil & Gas Midstream","USA",19732.26,,19.00,2.26%,1608994
2356,"MPW","Medical Properties Trust, Inc.","Real Estate","REIT - Healthcare Facilities","USA",9849.16,22.73,18.57,-0.64%,2799821
2357,"MPWR","Monolithic Power Systems, Inc.","Technology","Semiconductors","USA",9604.01,84.22,219.47,2.85%,267123
2358,"MPX","Marine Products Corporation","Consumer Cyclical","Recreational Vehicles","USA",397.80,15.52,11.25,-0.09%,39288
2359,"MR","Montage Resources Corporation","Energy","Oil & Gas E&P","USA",205.80,3.91,6.00,0.17%,331689
2360,"MRAM","Everspin Technologies, Inc.","Technology","Semiconductors","USA",114.29,,5.99,0.50%,197325
2361,"MRC","MRC Global Inc.","Energy","Oil & Gas Equipment & Services","USA",520.27,45.47,6.23,1.80%,1264222
2362,"MRCC","Monroe Capital Corporation","Financial","Mortgage Finance","USA",160.49,,7.85,-1.38%,230665
2363,"MRCY","Mercury Systems, Inc.","Industrials","Aerospace & Defense","USA",4919.00,67.74,89.08,0.80%,371106
2364,"MRIN","Marin Software Incorporated","Technology","Software - Application","USA",10.09,,1.46,-3.95%,9182
2365,"MRK","Merck & Co., Inc.","Healthcare","Drug Manufacturers - General","USA",204767.71,20.34,80.84,1.61%,10832972
2366,"MRKR","Marker Therapeutics, Inc.","Healthcare","Biotechnology","USA",112.88,,2.23,3.24%,453218
2367,"MRLN","Marlin Business Services Corp.","Financial","Credit Services","USA",89.25,9.61,7.57,1.75%,27908
2368,"MRNA","Moderna, Inc.","Healthcare","Biotechnology","USA",20962.28,,59.87,-3.72%,21701140
2369,"MRNS","Marinus Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",245.67,,2.57,-1.91%,1348713
2370,"MRO","Marathon Oil Corporation","Energy","Oil & Gas E&P","USA",4943.50,18.31,5.86,2.99%,36405452
2371,"MRSN","Mersana Therapeutics, Inc.","Healthcare","Biotechnology","USA",1114.61,,21.74,2.69%,2527445
2372,"MRTN","Marten Transport, Ltd.","Industrials","Trucking","USA",1386.13,23.11,25.65,2.35%,206469
2373,"MRTX","Mirati Therapeutics, Inc.","Healthcare","Biotechnology","USA",4554.21,,100.49,2.99%,445859
2374,"MS","Morgan Stanley","Financial","Capital Markets","USA",72143.57,9.48,45.58,1.97%,11179214
2375,"MSA","MSA Safety Incorporated","Industrials","Security & Protection Services","USA",4740.52,29.77,118.81,0.17%,198507
2376,"MSB","Mesabi Trust","Basic Materials","Steel","USA",243.90,8.11,18.59,-2.67%,59755
2377,"MSBF","MSB Financial Corp.","Financial","Banks - Regional","USA",64.92,15.25,12.36,-0.28%,1033
2378,"MSBI","Midland States Bancorp, Inc.","Financial","Banks - Regional","USA",365.09,8.63,15.08,1.96%,65068
2379,"MSCI","MSCI Inc.","Financial","Financial Data & Stock Exchanges","USA",26653.19,52.07,324.92,-3.12%,693287
2380,"MSEX","Middlesex Water Company","Utilities","Utilities - Regulated Water","USA",1157.52,33.30,68.29,1.53%,54610
2381,"MSFT","Microsoft Corporation","Technology","Software - Infrastructure","USA",1388097.21,32.62,184.91,1.14%,30794584
2382,"MSGE","Madison Square Garden Entertainment Corp.","Communication Services","Entertainment","USA",1844.92,,77.00,-3.81%,384296
2383,"MSGN","MSG Networks Inc.","Communication Services","Entertainment","USA",696.99,4.82,12.23,-5.27%,1424404
2384,"MSGS","Madison Square Garden Sports Corp.","Communication Services","Entertainment","USA",4025.78,,171.31,1.28%,236399
2385,"MSI","Motorola Solutions, Inc.","Technology","Communication Equipment","USA",23846.95,26.88,139.66,0.52%,1422460
2386,"MSM","MSC Industrial Direct Co., Inc.","Industrials","Industrial Distribution","USA",4047.47,14.85,71.51,3.64%,571484
2387,"MSN","Emerson Radio Corp.","Technology","Consumer Electronics","USA",15.30,,0.74,2.08%,2376
2388,"MSON","Misonix, Inc.","Healthcare","Medical Devices","USA",223.14,,13.18,-0.98%,104637
2389,"MSTR","MicroStrategy Incorporated","Technology","Software - Application","USA",1190.31,29.07,121.09,-1.23%,101877
2390,"MSVB","Mid-Southern Bancorp, Inc.","Financial","Banks - Regional","USA",43.79,42.70,12.51,0.00%,2044
2391,"MTB","M&T Bank Corporation","Financial","Banks - Regional","USA",14035.46,8.59,106.00,-2.33%,1184138
2392,"MTBC","MTBC, Inc.","Healthcare","Health Information Services","USA",89.39,,7.40,10.28%,371336
2393,"MTBCP","MTBC, Inc.","Healthcare","Health Information Services","USA",302.72,,25.59,0.47%,14831
2394,"MTCH","Match Group, Inc.","Communication Services","Internet Content & Information","USA",26778.42,48.07,94.36,2.87%,2081781
2395,"MTD","Mettler-Toledo International Inc.","Healthcare","Diagnostics & Research","USA",19626.39,37.21,823.60,2.51%,131520
2396,"MTDR","Matador Resources Company","Energy","Oil & Gas E&P","USA",1050.06,4.42,8.72,5.95%,3767781
2397,"MTEM","Molecular Templates, Inc.","Healthcare","Biotechnology","USA",722.04,,15.89,1.92%,369350
2398,"MTEX","Mannatech, Incorporated","Consumer Defensive","Household & Personal Products","USA",32.34,7.23,16.09,0.69%,5100
2399,"MTG","MGIC Investment Corporation","Financial","Insurance - Specialty","USA",3074.23,4.71,8.76,1.74%,7229475
2400,"MTH","Meritage Homes Corporation","Consumer Cyclical","Residential Construction","USA",2786.35,9.53,72.26,2.25%,335075
2401,"MTN","Vail Resorts, Inc.","Consumer Cyclical","Resorts & Casinos","USA",7963.46,26.92,196.58,1.47%,401404
2402,"MTNB","Matinas BioPharma Holdings, Inc.","Healthcare","Biotechnology","USA",177.82,,0.90,1.02%,1759865
2403,"MTOR","Meritor, Inc.","Consumer Cyclical","Auto Parts","USA",1555.10,4.08,21.23,0.28%,596249
2404,"MTR","Mesa Royalty Trust","Energy","Oil & Gas E&P","USA",12.00,8.65,6.09,-3.33%,3418
2405,"MTRN","Materion Corporation","Basic Materials","Other Industrial Metals & Mining","USA",1077.68,35.91,53.14,0.30%,111374
2406,"MTRX","Matrix Service Company","Energy","Oil & Gas Equipment & Services","USA",287.48,,10.91,3.31%,233853
2407,"MTSC","MTS Systems Corporation","Technology","Scientific & Technical Instruments","USA",375.08,16.01,18.67,5.84%,343039
